Artista;Cancion;Lyrics;Etiqueta;Expresion
arcangel;Soltera;"  
  
Te acabas de comunicar al teléfono de Luian,  
En este momento no me encuentro, ando de viaje,  
Así que haga el favor de dejar un mensaje”  
  
Te voy a decir una cosa,  
Dile a los amigos tuyos que dejen de estar setiandome  
Que tú y yo no somos nada, porque yo estoy soltera, ¿ok?  
  
Siridi uo uo uooo  
Al parecer estar soltera para ella es normal,  
Ya no quiere nada enserio no se quiere amarrar,  
Que no la malinterpreten no es que se vea mal,  
Viene y me dice que  
  
Ella no quiere amarrarse eh eh,  
Que solo buscaba con quien solo pasar un buen rato,  
Arrastrados por las pasiones perdidos en un viaje,  
Olvidando por completo al otro día los detalles.  
  
Hey!  
Austin  
La Marash!  
Ella no quiere amarrarse, solo alguien para divertirse,  
Quiere pasarla bien, se cansó de deprimirse,  
Alguien, que la haga lejos querer irse,  
Que la motive bien y la ayude a desvestirse.  
  
Ahí es que yo me transformo,  
Se lo pongo en la boca de adorno,  
Y se lo hago como actor de porno,  
Dame un poquito que con un poquito me conformo,  
Y te pongo eso allá abajo calientito como un horno.  
  
Y yo soy ese tipo que la vuelve loca,  
Que le besa la boca, el cuello, también la... (Aaah!)  
Toda la noche le doy duro como roca,  
Me excito lentamente cuando suave ella me toca.  
  
No quiere amarrarse, dice que esta joven pa’ eso,  
A veces me confunde ya no sé si le intereso,  
Pura tentación que descalibra mi mente,  
Solo te invito a que lo intentes,  
Vas a pasarla bien, yo sé que volverás,  
Llena de calentura, a devorarme con tu hermosa figura mujer,  
Quisiera ser el aire que navega por toda tu piel,  
El sol que te levanta cuando respiras la miel del deseo,  
No tienes que quedarte si no quieres,  
Dame lo que quiero, tu sabes que te conviene,  
Y sal corriendo si no quieres ya,  
Explícale que no quieres estar amarra’,  
Que él no te hace sentir mujer,  
Que no es lo mismo por eso eres infiel.  
  
Baby I Love You  
Ah, y yo sé que tu no quieres nada serio  
By the way yo tampoco  
Esta vez  
";1;"Ahí es que yo me transformo,
Se lo pongo en la boca de adorno,
Y se lo hago como actor de porno,
Dame un poquito que con un poquito me conformo,
Y te pongo eso allá abajo calientito como un horno.

Quisiera ser el aire que navega por toda tu piel,
El sol que te levanta cuando respiras la miel del deseo,
No tienes que quedarte si no quieres,
Dame lo que quiero, tu sabes que te conviene,
Y sal corriendo si no quieres ya,
Explícale que no quieres estar amarra’,
Que él no te hace sentir mujer,
Que no es lo mismo por eso eres infiel.

"
alejandrosanz;Cancin Sin Emocin;"  
  
Quisiera haberte escrito una canción emocionante  
De esas que el abajo firmante siempre exagera  
Una canción que tus encantos elevase y de esta vil manera  
A fuerza de frasecitas lograra emborracharte, sí  
Conseguido tu despiste proceder a liarte  
Y hacerte creer que soy como aquel personaje   
Al que di publicidad inmejorable, rima y banda sonora  
Y un aspecto de espontáneo a todas horas  
  
Mas no hay mejor poesía que la de tu mirada   
Ni mejor melodía que tu voz temprana   
Ni palabras que puedan describir tu cara  
No hay garganta que pueda pronunciar tu nombre  
  
No hay mejor poesía que la de tu mirada   
Ni mejor melodía que tu voz temprana   
Ni palabras que puedan describir tu cara  
No hay garganta que pueda pronunciar tu nombre  
¿Qué le digo yo a mi alma?  
Si mi canción no está terminada  
Si no tiene emoción  
  
Quisiera haberte escrito una canción emocionante  
Que empezara con un te quiero y con te quiero acabase  
Que me hiciera parecer a tu entender interesante y todo  
Que me diera categoría de genio loco  
  
Ni más música que cuando suspirabas  
No hay garganta que pueda pronunciar tu nombre  
Si no tiene emoción  
";0;
anuelaa;Vela Por Mi;"  
  
Dios mío, vela por mí  
Cuídame cuando salga pa la calle  
Vélame de todo aquel que quiere que mi suerte falle  
  
¡Dios mío vela por mí!  
Vélame de aquel que cuando me ven con dinero  
Están pendiente por si muero  
  
(De todo aquel puerco que me esté buscando)  
Y Dios mío cuídame de todo aquel que piensa en virarse  
  
Me transformo en la cabina y mi voz se expande como la porcina  
Escucho un ritmo y mi mente maquina  
Y pase lo que pase, Presi está ready en la base  
Rafagazos van y viene pa su case  
Y a los tiran mala, pues pa su nombre tengo balas  
Y ustedes ponen peines, chambean pero no jalan  
A estos cabrones les campeo en la cara  
Y con el carbón 15 como lo hacia vara  
  
Esto es pa aquel huelebicho que me quiere ver mal  
Dios mio perdóname pero no me vo'a dejar  
Y te juro por mi vida que si me vuelven a mandar  
Y estoy ready del mapa los voy a borrar  
  
Cuando será el día que salga del fango  
Los llevo de cora a trampa y a chango  
Lo primero será hacer dinero pa después  
Tener lo mio y montar mi kiosco entero  
  
Dios mio vela por mi, porque no me toque  
La muerte en la calle  
Dios vela por mi, porque la suerte no me falle  
Dios vela por mi, de todo aquel puerco que  
Me este buscando  
Dios vela por mi, Dios, Dios vela por mi  
  
En la calle, están lo que fuman regular  
También están los que fuman crippy  
Los que se meten pickis  
A tu caserío no te le puedes virar  
Porque muchos andan con un peine Mickey  
  
Están los jefes, lo tiradores y los look out  
Los que se disfrazan ser linea pero estan viraos  
Muchos se viran pero nunca no duran ni un round  
Y nosotros andamos dando K.O como pacquiao  
  
La 40 con el peine 30  
El impacto de las balas en los costado  
Los revientan, saca el bolígrafo  
Que ese carro esta fastameando  
Baja el cristal y PLA PLA  
Pa que no siga sapeando  
  
Y si no tienes voz ni voto no hables  
Cierra la boca no te hagas responsable  
Con esto me despido y prendo un blond  
Lo mencionado lo aprendí de vara, el jabao y Don  
  
";0;
ozuna;Hey Mor;"  
  
Dime, ¿qué carajo fue lo que me hiciste?  
Son las 6 a. m. y quiero dormirme ya  
Pero no he podido desde que te fuiste  
¿Qué tú me hiciste?  
  
Hey, ma, ¿cómo te saco de aquí?  
Llego a la disco y solo pienso en ti  
Lo que hicimo' yo lo quiero olvidar  
Con otra, pero no sabe igual (No)  
¿Pa' qué te voy a mentir? (Te voy a mentir)  
Ando con culo', pero pienso en ti  
Lo que hicimo' no lo quiero olvidar, lo quiero repetir, baby  
  
Estás perdida, ¿qué vas a hacer hoy?  
Te vi puesta pa'l gym o para el vacilón  
Baby, tú eras real, las otras plástico  
Pusiste a esta liendre a hablar romántico (Uy)  
Te pienso todo' los día'  
Uno no cambia un Mercede' por un Kia  
Sé que cagué la relación, mala mía  
Baby, no sé pa' qué peleamo', si podemo' estar haciendo groserías  
Condado, vista al mar amanecimos ese día  
Nos fuimo' 'e Fifty Eight pa' la playa  
Pero nunca pensé que iba a ser el último día  
Baby, ¿dónde estás? Que yo paso por ti  
Ando activo con los títeres en las motoras, a ver si te veo por ahí  
  
Hey, ma, ¿cómo te saco de aquí? (¿Cómo te saco de aquí?)  
Si llego a la disco y pienso en ti  
Lo que hicimo' lo he querido borrar  
Con otra chimba, pero no sabe igual (No)  
¿Pa' qué te voy a mentir? (Te voy a mentir)  
Si no hay trago' solo pienso en ti  
Lo que hicimo' no lo quiero olvidar, lo quiero repetir (Suena), baby  
  
Un culo como el tuyo, cualquiera peca (Cualquiera peca)  
Tú solo dime cuándo quiere' que te meta  
Que hoy ando con el combo, los rompediscoteca'  
Es que, bebé, tú ere' la neta, pero  
Solo quiero que te decida' pa' irte a buscar (Pa' irte a buscar)  
Un perreíto lento y adentro terminar  
Solo falta que te decidas pa' irte a buscar (Pa' irte a buscar)  
Un perreíto lento y adentro terminar  
Dame lu', que no sé  
Dame agua, que tengo sed  
Quiero invertir lo que me gasté (Me gasté)  
Con toa' las sustancia' son más de las tre' (Eh-eh)  
  
Dime, ¿qué putas fue lo que me hiciste? (Oh, no)  
Son las 6 a. m. y no puedo dormirme ya  
Pero no he podido desde que te fuiste  
¿Qué tú me hiciste?  
  
Woh  
Nos fuimo' 'e Fifty Eight pa' la playa  
Pero nunca pensé que iba a ser el último día  
Woh  
";1;"Lo que hicimo' yo lo quiero olvidar
Con otra, pero no sabe igual (No)
¿Pa' qué te voy a mentir? (Te voy a mentir)
Ando con culo', 

pero pienso en ti

Te pienso todo' los día'
Uno no cambia un Mercede' por un Kia

Un culo como el tuyo, cualquiera peca (Cualquiera peca)
Tú solo dime cuándo quiere' que te meta

Dime, ¿qué putas fue lo que me hiciste? (Oh, no)
Son las 6 a. m. y no puedo dormirme ya
Pero no he podido desde que te fuiste
¿Qué tú me hiciste?"
marcoantoniosolis;Desde Afuera;"  
  
Para entender a una mujer   
hay que saberse desprender del egoísmo.   
Hay que saber pedir perdón   
sentir latir su corazón contigo mismo.   
Hay que bañarse con su ternura cada mañana,   
hacerla reina, cada semana.   
  
Si a una mujer sientes amar   
solo se puede caminar por dos senderos   
el de mentir para ganar   
o el de perder pero por algo verdadero.   
Si el cielo es grande   
es mas inmenso decir: mi cielo   
cerrar los ojos, en pleno vuelo.   
  
Porque no es lo mismo, no el saberse amado,   
que amar y el amor nunca debe esperar   
si se sabe llorar de a de veras.   
Para el frío de un hombre   
no hay como el calor de una mujer   
si no alcanzas esto a comprender   
mejor juega a querer, desde afuera.  
";0;
polimawestcoast;Espia;"  
  
Estás perdida, crees que to' sabes (To' sabes)  
Cuando me duermo mi celular ves (To' lo ves)  
Perdóname, pero debes cambiar  
Como una detective, quiere espiar  
Lo que te diga tú no me lo crees (No lo crees)  
Estás perdida, crees que to' sabes (To' sabes)  
Perdóname, pero debes cambiar (Please)  
Como una detective, quiere espiar  
  
¿Qué esperas, chica?, en serio, ¿qué te lleve flore'-flore'?  
Estás perdida, yo no te ofrecí colore'-lore'  
Ya no lo sé (Sé), quizás cambié (What?)  
Por dentro no es lo mismo [?] (What?)  
Necesito un tiempo para analizar  
De vez en cuando solo quiero meditar (Uh)  
A veces te molesta hasta que yo respire  
La situación hizo que en ti solo me inspire  
Bitch que me quiera, la paca entera, metida entera  
Dime que esperas, está soltera  
Tengo una perra que no me cela, la vida es bella (Huh?)  
Mejor olvido cuando te mojabas como una gotera (Water)  
Por utilizarte, nadie dijo que el amor nunca debiera  
  
Quizás soy muy gang pero quizás muy calle (Pew-pew)  
Necesito mi espacio pa' que no falle (What?)  
Te obsesionaste, pero la fama es así  
Juraste, baby, que hasta matarías por mi  
No te mentía, te lo advertí, te lo advertí, te lo advert-  
Vivo la vida como LTV, disculpa al menos si no me envolví, uh  
La prensa a ti (Uh, what?), tengo un senti' (Uh, what?)  
No te sentí (Uh, what?) que es para mi, huh  
I spill my money en tu ropa, más de cien  
Pa' que estés bien, pa' que estén bien, oh  
Y tú no hiciste nada para que esté bien  
Pa' que esté bien, pa' que esté bien  
  
";1;"La situación hizo que en ti solo me inspire
Bitch que me quiera, la paca entera, metida entera
Dime que esperas, está soltera
Tengo una perra que no me cela, la vida es bella (Huh?)
"
anagabriel;Tu Nombre Es Traicion;"  
  
Te di una parte de mi  
Te di lo que pude y algo mas  
Y todo eso no importo para ti  
Y aun me dices que eres solo para mi  
Que forma de mentir, que forma de jugar  
  
Dame lo que tengas de mi  
Quiero ya volar pero sin ti  
No puedes seguirme  
Quiero que me quieran sin fingir  
  
Dame todo aquello que te di  
No quiero perder esa ilusión  
No te conocia y ahora se tu nombre y es traición  
  
Te di el amor que llevo en mi  
Mas tu te burlabas sin razon  
Y sin embargo tu te niegas a aceptar  
Que no es a mí a quien tu quieres de verdad  
De ahora en adelante te quedas yo me voy  
  
No puedes seguirme  
Quiero que me quieran sin fingir  
Dame todo aquello que de di  
No quiero perder esa ilusión  
No te conocia y ahora se tu nombre y es traición  
";0;
antonioaguilar;Pa Todo El Ano;"  
  
Por tu amor que tanto quiero  
Y tanto extraño  
Que me sirvan otra copa y muchas mas  
Que me sirvan de una vez pa' todo el año  
Que me pienso seriamente emborrachar  
  
Si te cuentan que vieron muy borracho  
Orgullosamente diles que es por ti  
Porque yo tendre el valor de no negarlo  
Gritare que por tu amor me estoy matando  
Y dire que sin tus besos me perdi  
  
Para de hoy en adelante  
Ya el amor no me interesa  
Cantare por todo el mundo  
Mi dolor y mi tristeza  
  
Porque se que de este golpe  
Ya no voy a levantarme  
Y aunque yo no lo quisiera  
Voy a morirme de amor...  
";0;
antonioaguilar;El Dicharachero;"  
  
(Ay, ay, ay, ay)  
(Ahí va el dicharachero)  
  
Ahí viene el dicharachero  
Cuidado flores marchitas  
Que llegó el desviejadero  
  
Tienen permiso viejitas  
Cotorras y cotorritas  
Y hasta las almas benditas  
De gozar el mundo entero  
  
Yo soy el dicharachero  
Soy el gallo enamorado  
Aprovéchenme, pollitas  
Vengo agarrando parejo  
Me dicen el rasero  
Lo mismo feas que bonitas  
  
Me dicen dicharachero  
Porque me gusta cantar  
Decirles que yo las quiero  
No se me hagan del rogar  
  
(Ahí va el dicharachero)  
(Cuidado, pollitas bonitas)  
  
Ahí viene el dicharachero  
Y ando vestido de charro  
Porque yo nací ranchero  
Y tomo tequila en carro  
Y a las potrancas me amarro  
Y si reparan me agarro  
De las crines o del cuero  
  
Yo soy el dicharachero  
Soy como gallo en Palenque  
Yo en cualquier gancho me atoro  
No le aunque que estén casadas  
Me gusta salirle al toro (Olé)  
Hombre, muchísimas gracias  
  
(Que vivan los dicharacheros)  
(Agarren parejo, mis cuates)  
Ahí viene el dicharachero  
Las sueras se preocuparon  
Por cuidar el gallinero  
  
Y por mucho que cuidaron  
Algunas se le escaparon  
Y hasta mis brazos llegaron  
Al decirles que las quiero  
  
Yo soy el dicharachero  
Ya se despide su gallo  
Y ahí les dejo mi canción  
Cuídense bien, chiquititas  
Cuídense, cuídense, cuídense  
Y guárdenme su corazón (Olé)  
";1;"Soy el gallo enamorado
Aprovéchenme, pollitas
Vengo agarrando parejo
Me dicen el rasero
Lo mismo feas que bonitas

"
juangabriel;Solo Fue Un Sueo;"  
  
Jamás, olvidare, su amor, que aun vive en mí  
Jamás, pues no podré, aunque hoy, no estés aquí,  
Pensar, que fui feliz, sentir, y hoy que no estas  
Parece, que solo en sueños, te conocí  
  
Fue solo un sueño, fue solo un sueño  
Que no se pudo realizar, fue solo un sueño  
  
Desde hoy, me prometí, que no, te iré a buscar  
Yo se, que he de sufrir, sin ti, hasta el final  
Pensar, que fui feliz, sentir, y hoy que no estas  
  
Parece, que fue un sueño, que te conocí  
Fue solo un sueño, no, no fue solo un sueño  
No, no, que no se pudo realizar  
  
Fue solo un sueño, fue solo un sueño  
Fue solo un sueño, fue solo un sueño  
No, no, fue solo un sueño, no, no  
Que no se pudo realizar, fue, fue solo un sueño…  
";0;
anagabriel;Destino;"  
  
Pensar que el tiempo paso y ella nunca volvió,  
dejo que el cielo se hiciera gris  
por dentro, el se murió, como se muere una flor  
y con la espera llego la edad y así murió  
  
Con ilusiones marco su destino, pero no quiso escapar  
nunca se supo por quien lloraba el nunca quiso hablar  
hoy se preguntan con gran tristeza quien le arranco el corazón  
quien se ha llevado con su partida todo el valor de amar, de amar.  
  
Desde que solo quedo se le olvido sonreír  
y ahí en silencio espero, espero y así murió  
";0;
monlaferte;Por Qu Me Fui A Enamorar De Ti;"  
  
Cinco minutos  
Quédate solo cinco más  
Noves que al parecer  
Por ti tengo una enfermedad  
  
Te estoy llorando  
No te vayas tan pronto de mi  
Quiero comerte el corazón  
Te gritan mis brazos, necesito tu amor  
  
¿Por qué me fui a enamorar de ti?  
Si sabía que era prohibido  
Nunca quise lastimar  
Desearía no saber amar  
  
¿Por qué me fui a enamorar de ti?  
De este amor clandestino  
Tal vez será el encanto de saber  
Que lo nuestro no está permitido  
  
Ya perdí la conciencia  
Y me he vuelto una sombra de mi  
Tal vez sería mejor  
Que lo nuestro se acabe, necesito dejar de sufrir  
  
Quiero que estemos bien  
Sé que tú también lo has pasado mal  
Estoy tan confundida, más no estoy arrepentida  
Si pudiera te volvería amar  
  
(¿Por qué me fui a enamorar?)  
(Si estaba todo mal)  
¿Por qué me fui a enamorar?  
Si sabía que estaba prohibido  
  
(¿Por qué me fui a enamorar?)  
(Si estaba todo mal)  
Tú lo sabes bien  
Y también te dejaste querer  
  
(¿Por qué me fui a enamorar?)  
(Si estaba todo mal)  
Cuando la vida te pone sabor  
Es difícil negarse al amor  
  
(¿Por qué me fui a enamorar?)  
(Si estaba todo mal)  
Clandestino, ilegal  
Al final nuestro amor es real  
";0;
