Artista;Cancion;Lyrics;Etiqueta;Expresion
carlosvives;La Patillalera;" 
 
Una señora patillalera,  
muy elegante, vestida de negro  
formó en el Valle una gritería  
porque la nieta que más quería  
la pechichona, la consentida,  
un dueño e' carro cargó con ella. 
 
Tranquilízate Juana Arias,  
dejáte de tanta bulla,  
que tú te mueres de rabia  
y ellos mascándose en la cabuya. 
 
Ella gritaba yo crié a mi nieta  
con buena ropa, con buen calzado,  
con mucho esmero y estimación,  
pa' que ahora venga ese sin vergüenza  
nariz parada, patillalero  
a entusiasmarla con su camión. 
 
A todo el mundo empezó a decirle:  
oigan señores pa' que lo sepan,  
representante yo tengo empilas:  
en Patillal es Colás Martínez  
que es la única persona que sirve,  
y aquí en el Valle el doctor Molina. 
 
Estaté quieta Juana Arias,  
deja a los muchachos quietos  
que tú te mueres de rabia  
 
y ellos se están mascando el cabestro. 
 
Si usted confía en el doctor Molina,  
doña Juana Arias, siento decirle  
que en este caso ha perdido todo. 
 
Porque ese no afloja su chinchorro  
ni si le dan todos los tesoros  
ni si le dan todo lo que brilla. 
 
Es eminente y capacitado,  
fuma tabaco y habla de todo,  
y tiene muy buena reputación. 
 
Fue magistrado con gran decoro,  
Por eso no cambia su chinchorro,  
ni por la silla del gobernador. 
 
Doña Juana Arias, que tontería,  
ha cometido un error muy grande  
en lo que se ha puesto con Luis Manuel. 
  
Usted pendiente la policía  
y ellos felices quién sabe dónde  
estarán gozando su luna e' miel. 
";0;
camila;Todo Cambi;" 
 
Todo cambió cuando te vi 
De blanco y negro a color me convertí 
Y fue tan fácil, quererte tanto 
Algo que no imaginaba 
Fue entregarte mi amor con una mirada 
 
Todo tembló dentro de mí 
El universo escribió que fueras para mí 
Y fue tan fácil quererte tanto 
Algo que no imaginaba 
Fue perderme en tu amor 
Simplemente pasó 
Y todo tuyo ya soy 
 
Antes que pase más tiempo contigo, amor 
Tengo que decir que eres el amor de mi vida 
Antes que te ame más, escucha por favor 
Déjame decir que todo te di 
Y no hay cómo explicar pero menos dudar 
Simplemente así lo sentí, cuando te vi 
 
Me sorprendió todo de ti 
De blanco y negro al color me convertí 
Sé que no es fácil decir te amo 
Yo tampoco lo esperaba 
Pero hacer el amor 
Simplemente pasó y todo tuyo ya soy 
";0;
cafetacuba;Madrugal;" 
 
La ciudad de los palacios 
Va dejendo paso a el alba 
Se va perdiendo la calma 
Para cuando el sol asoma 
 
Todo el esplendor decrece 
La gente en las calles toma 
Catedral desaparece entre smog 
Y caca de paloma 
";0;
sodastereo;1990;" 
 
No habrá remedio infalible 
te confiaré 
las almas son tan corruptibles 
que no querrás saber 
De mi, solo lo que ves 
conseguirás de mi. 
 
Te confiaré 
y no querrás saber 
anclado en 1990 
los dioses no saldaron cuentas 
para poder salir 
De mi, solo lo que ves 
conseguirás de mi. 
 
Naturaleza insaciable 
cavaré entre tus labios 
hoy lloverá y se abrirá la tierra 
 
Baby, please 
 
De mi 
solo lo que ves 
conseguirás de mi 
 
De mi 
veras 
conseguirás de mi 
veras lo que quiero 
que conseguirás de mi 
anclado a 1990 
";0;
carlosvives;Fidelina;" 
 
Voy a coger mi acordeón  
pa' que escuchen mi rutina 
Y voy a hacer este son 
 
Es pa´que tu te diviertas Fidelina 
 
Fidelina Fidelina 
ella me mandó a decir 
que la llame y que le escriba 
 
Porque no sabe de mí 
Que la llame y que le escriba 
Porque no sabe de mí 
 
Bella como flor del campo 
miren que mujer tan linda 
y te dedico mi canto 
escucha mi serenata Fidelina 
";0;
cafetacuba;Esperando;" 
 
Si llegas al metro 
toma el colectivo 
que te lleve al cruze 
con el camellon 
dobla a la derecha 
y antes de la esquina 
veras un portero 
fumando un cigarro 
en el porton 
dile que te lleve 
al cuarto piso 
en el elevador 
por que ya te estoy esperando. 
";0;
arcangel;Del Envidioso Me Rio;" 
 
Yo no nací pa' perder 
nunca me doy por vencido 
ya yo corone 
mi destino es bien merecido 
 
No nací pa' perder 
porque me aposte pa' lo mío 
y ahora yo celebro mis triunfos 
y del envidioso me río 
 
Yo, yo no nací pa' perder 
el éxito es mi destino 
por eso al pam pam 
y al vino vino 
 
Un poso cual en mi camino 
póngase pa' lo suyo 
y conmigo todo fino 
 
Tiempo atrás yo no tenía nada 
nadie me hablaba, nadie me fotografiaba 
mis amigos me decían que no me tirara 
y ahora tengo a todo el mundo en paro 
 
Te apuesto con lo mío pero a mí nadie me para 
solo faltaba que yo comenzara 
la envidia es un daño que no se repara 
pero dale mete mano que tú mismo te asaras 
 
Solo le pido a Dios que me siga bendiciendo 
que yo aquí en la tierra voy a seguir subiendo 
que yo aquí en la tierra voy a seguir trabajando 
matando, la gente humilde representando 
 
Ante no tenía clavos ni dinero para un guante 
pero yo me propuse que iba pa' adelante 
rogaba a papa Dios que me ayudara 
que no importa lo que pasara 
 
Que iba a seguir humilde 
y con los pies sobre la tierra 
haciendo camino aunque hubiera mucha piedra 
quería a mi familia darle un techo 
y siempre ser un hombre derecho 
 
Soy Jose Reyes 
muchos me conocen por la melaza 
pero hay mucha gente que se pasa 
quieren lo tuyo mucha 
veces atacan y lo reclaman 
es la misma gente que te difama 
 
Ahora mato la liga 
en todos lados se habla de mí 
que cuando es que sale mi CD 
cójala bien mi pana que yo hago lo que quiera 
este es mi pasa tiempo y no descuido mi carera 
 
Yo estoy claro que 
yo nací para romper 
muchas veces tropecé 
y volví y me levante 
 
Y ahora estoy firme como un roble 
rico demente, aunque haya nacido pobre 
ahorita deseo, todos los días puestos para lo mío 
y del envidioso yo me río 
 
";0;
alejandrosanz;Corazn Parto;" 
 
Tiritas pa este corazón partio. 
Tiri-ti-tando de frío. 
Tiritas pa este corazón partio. 
Pa este corazón. 
 
Ya lo ves, que no hay dos sin tres, 
Que la vida va y viene y que no se detiene 
Y, que sé? yo, 
Pero miénteme aunque sea, dime que algo queda 
Entre nosotros dos, que en tu habitación 
Nunca sale el sol, ni existe el tiempo, 
Ni el dolor. 
 
Llévame, si quieres, a perder 
A ningún destino, sin ningún porque. 
 
Ya lo sé, que corazón que no ve 
Es corazón que no siente 
O corazón que te miente, amor. 
Pero, sabes que en lo mas profundo de mi alma 
Sigue aquel dolor por creer en ti. 
¿Que fue de la ilusión y de lo bello que es vivir? 
 
¿Para que me curaste cuando estaba herio 
Si hoy me dejas de nuevo el corazón partio? 
 
¿Quién me va a entregar sus emociones? 
¿Quién me va a pedir que nunca me abandone? 
¿Quién me tapara esta noche si hace frío? 
¿Quién me va a curar el corazón partio? 
¿Quién llenara de primaveras este enero? 
¿Y bajara la luna para que juguemos? 
Dime, si tu te vas, dime, cariño mío, 
¿Quién me va a curar el corazón partio? 
 
Dar solamente aquello que te sobra 
Nunca fue compartir, sino dar limosna, amor. 
Si no lo sabes tu, te lo digo yo. 
Después de la tormenta siempre llega la calma, 
Pero, se que despues de ti, 
Después de ti no hay nada. 
";0;
cafetacuba;Debajo Del Mar;" 
 
En la noche me voy a ahogar 
a ahogar debajo del mar 
con grandes fantasmas 
que me llevan a caminar 
 
ha, ha, ha, ha 
 
Caminaba con una anciana 
que lloraba por sus hijos 
yo le hablaba de tus ojos 
de tu olor, ternura, todo 
 
A veces siento tristeza 
tristeza de no mirarte 
perderme en la eternidad 
de tu oscuridad 
 
A veces siento deseo 
deseo de irme contigo 
será un sueño infinito 
serás solo tu 
 
En otoño caen las hojas 
llenas de nostalgia 
en mis manos mareadas 
de 96 grados saturados 
 
Yo le hablaba solo de ti 
de tus perfumes de tus flores 
y ella me explico que 
la eternidad eras tu 
eras tu 
 
A veces siento tristeza 
tristeza de no mirarte 
a veces siento deseo 
deseo de irme contigo 
 
";0;
antonioaguilar;El Perro Negro;" 
 
Al otro lado del puente 
De La Piedad, Michoacán 
Vivía Gilberto el Valiente 
Nacido en Apatzingán 
Siempre con un perro negro 
Que era su noble guardián 
 
Quería vivir con la Lupe 
La novia de don Julián 
Hombre de muncho dinero 
Acostumbrado a mandar 
El ya sabía de Gilberto 
Y lo pensaba matar 
 
Un día que no estaba el perro 
Llegó buscando al rival 
Gilberto estaba dormido 
Ya no volvió a despertar 
En eso se oyó un aullido 
Cuentan de un perro del mal 
Era el negro embravecido 
Que dió muerte a Don Julian 
 
Allí quedaron los cuerpos 
Lupita no fué a llorar 
Cortó las flores mas lindas 
Como pa' hacer un altar 
Y las llevó hasta una tumba 
Del panteón municipal 
 
Allí estaba echado un perro 
Sin comer y sin dormir 
Quería mirar a su dueño 
No le importaba vivir 
Así murió el perro negro 
Aquel enorme guardián 
Que quiso mucho a Gilberto 
Y dio muerte a Don Julián 
";0;
alejandrofernandez;Tengo Ganas;" 
 
Tengo ganas de acostarme con la fe de tu mirada, 
y que el tiempo se detenga si es que me haces el amor, 
tengo ganas de esperarte por el parque una mañana, 
tengo ganas de atender a tu mas dulce petición 
 
Tengo ganas de inventarle un mandamiento a mis pecados, 
tengo ganas de ser libre amarrándome a tus pies 
tengo ganas de enredarme con mi furia y tus abrazos 
tengo todo de algún modo pero no te tengo a ti 
 
Tengo ganas de entenderte  
cuando nadie te hace caso y nadie te acompaña, 
tengo ganas de que te des cuenta  
que este amor secreto solo es para ti, 
tengo ganas de soñar despierto  
remplazar mi soledad por tu silencio 
tengo ganas de que tengas ganas de tenerme a mi 
";0;
monlaferte;Chilango Blues;" 
 
Llora este blues 
Al anochecer 
Entre pastillas, cigarrillos 
Chilango Blues 
 
Piel de neón 
Olor a motel 
Que revienten todos los planetas 
Que sangre todo el cielo 
 
Luna tu que lo ves, dile que ya lo olvide 
Dile que tal vez lo veo en Marte 
Tal vez encuentre un alíen que lo aguante 
Mejor bailemos este blues 
 
Es encantador 
Tu plastic love 
Se acabo la democracia en casa 
Ahora vive un monstruo en la terraza 
 
Luna tu que lo ves, dile que ya lo olvide 
Dile que tal vez lo veo en Marte 
Tal vez encuentre un alíen que lo aguante 
Mejor que muera este blues 
";0;
badbunny;EL MUNDO ES MIO;" 
 
Ey, ey 
¿Quién dijo que no?, ey 
Que no puedo 
Yo hago lo que me de la gana 
 
El mundo es mío 
El mundo es tuyo 
 
Te lo dije hace mucho tiempo que como yo no hay dos 
Ey, ey, ey 
Mucha prenda en diamante y no brillan como yo 
Ey, ey, ey 
Todo tiene su final, me lo dijo Héctor Lavoe 
Ey, ey, ey 
Pero yo seré por siempre, ya me lo dijo Dios 
Y yo no voy a fallar (No) 
Todo el que habló mal de mí se tuvo que callar (Shh) 
Ninguno tiene el torque pa' guayar 
Si ves mi cuenta te puedes desmayar (Porque) 
 
Ey 
Yo pasé de 0 a 7.25, después un millón 
Nadie me saca del sillón 
Yo siempre picheo, denme el Cy Young 
¿Dónde están que no los veo?, no los veo 
Los hater' me ven y me piden foto 
Por encima to' ustedes, mira cómo floto 
Ya no andamos con Menudo, súbete en mi moto 
Si se tira Mayweather también lo derroto 
";0;
camila;Te Confieso;" 
 
Si la verdad te ofende 
Si te digo lo que siento 
Y lo que mi alma no se atreve 
Es porque te quiero, que te quiero hablar de frente 
Prefiero hoy herirte 
Y no lo que hacen todos 
 
Mentirte 
Si te digo que tocar tu mano 
A veces llega a confundirme 
Que la idea de cruzar el límite, es irresistible 
Lo digo, aunque en el fondo 
Pudiera arrepentirme 
 
Te confieso es demasiado 
Descubrirme secuestrado 
Tú me hipnotizas 
Aturdido, anestesiado 
Contenido, congelado 
Y tú, ni te imaginas 
 
Voy arriesgarlo todo 
De cualquier manera, estar sin tí 
Es estar siempre perdiendo 
Lo que grita este silencio adentro 
Me esta consumiendo 
Tú dime si estoy solo 
O también lo estas sintiendo 
";0;
camila;Este Momento;" 
 
Tantas cosas que tenemos que desaprender 
Comenzar de nuevo, decidir creer 
Tantas guerras, fui buscando paz 
Y lo encuentro en lo que tú me das 
Hoy tus brazos me sostienen antes de caer 
 
Si antes de llegar a ti 
Me tuve que perder y cuantas vueltas di 
A punto de volverme loco 
Me sanaste poco a poco 
Tu voz, apaga mi silencio y mi contradicción 
Y por favor, no des ni un paso afuera de mi corazón 
Que por ti, la eternidad se ha vuelto este momento 
 
Hay demonios que al fin pude desaparecer 
Porque vi en tus ojos lo que quiero ser 
Si te tengo no hace falta más 
Ya no hay nada que buscar atrás 
Eres el presente y donde quiero estar 
 
Si tuve que pisar el bando 
Y al infierno ir, fue para aprender 
Me enseñaste la salida, regresandome la vida 
 
Y lo que buscaba afuera lo he encontrado dentro 
Y por ti la eternidad se ha vuelto este momento 
";0;
alejandrosanz;Ese Que Me Dio Vida;" 
 
Con tu sonrisa de medio la'o 
cuántos te quiero te habrás calla'o 
cuántas cosas de chiquillo 
aún conservas en los bolsillos. 
Con tu eterno cigarrillo, 
con tu ojera y tu descuido. 
La más bella de las danzas 
es tu cojera al caminar. 
 
Imagino que engordaste 
para que el alma te entrase. 
Imagino que tus canas 
son recuerdos en tus bodas de plata. 
 
Con ni sonrisa de medio lao 
cuántos te quiero me habré callao. 
Tú me diste el primer brillo, 
me sacaste de un bolsillo. 
Frágil como una pelusa, 
como una inocente excusa, 
en una arruga de tu abrigo 
me sentía protegido. 
 
No eres sólo aquel que firma 
en el libro de familia. 
Ni eres el silencio en el sofá, 
viendo un partido en zapatillas. 
 
Eres mucho más, 
eres ese mucho más, 
eres ese amigo que me dio vida, 
eres ese amigo que me dio vida. 
 
Por eso no quiero dejarte aparcao 
por eso no puedo seguir callao 
hoy que al fin me he dado cuenta 
que me sumabas de tu resta. 
 
Y, déjame por esta noche 
ser las manos que te arropen. 
Y, déjame que te regale 
un abrigo nuevo en condiciones. 
 
Y déjame gritar 
eres ese amigo que me dio vida. 
y que eres ese amigo que me dio vida, 
y que eres ese amigo que me dio vida. 
Ese que es mi amigo, me dio la vida. 
";0;
polimawestcoast;CNECC;" 
 
Chica' nueva' en cada ciudad 
¿Cuál era tu precio en verdad? 
Coger avione' pa' mí e' normal 
Movimiento' financieros habitual, yeh, yeh 
 
Yo no firmo ni un deal 
Ello' quieren de mí, no 'tuvieron de inicio, yeh 
Corro por el money 
Lo gasto con mis G', porque son mis principio' 
 
Yo no firmo ni un deal 
Ello' quieren de mí, pero no estuvo ahí, joseando junto a mí 
Pero tengo mi skill, todo me luce kill 
Yo tengo más de una bitch, tengo mi sex appeal 
Cambia tu alma por el money, todo acaba en un check 
Soy muy joven pa' ser jefe, pero nacimo' flex 
Estoy llenando mi bolsillo como lo imaginé 
Es todo igual a ese sueño que tuve en mi niñe', yeah 
 
¿Quieren que firme? Tienen que pagarme (Yeah, yeah) 
No escucho los chisme', ¿van a amenazarme? (Yeah) 
Tendré que lucirme, y para bajarme tienen que echarle (Yeah, yeah) 
Me puse pa'l business 
Mi mami me dijo: Normal que te canse' (Yeah, yeah) 
Normal que te canse' (Yeah, yeah) 
Tú sigue el camino y toma la chance (Yeah, yeah, yeah) 
Tú sigue subiendo a la cima y que nadie te alcance(Yeah) 
Cuida de tu vida por siempre y ten un balance 
Tu sueño siempre va primero, ese es tu romance 
Ya no creo en las ratche', yeah 
 
";1;Yo tengo más de una bitch, tengo mi sex appeal
sodastereo;Superstar;" 
 
Dices, todo irá mejor 
yo quisiera creerte 
como quisiera creerte 
 
Dices, no me escucharás 
más promesas perdidas 
 
Mírame 
sólo hay nubes 
en mi cielo 
mírame y hablas 
de empezar de nuevo 
Superstar 
ya no hay más regreso 
 
Dices, para desvelar 
sus narcóticos sueños 
 
Dices, nunca será igual 
ya no puedo esperarte 
es que ya no puedo esperarte 
";0;
arcangel;Pa Morir Se Nace;" 
 
(Dinero, seguridad) 
 
Si te dicen que cambié, no lo dudes que es verdad 
Ya que con mi dinero, arrogancia y seguridad 
Le hice bien a mi comunidad 
 
No cambio pana' por puta' (no, no) 
No, no, eso no se hace 
Si habla' mucho, se te ejecuta (se te ejecuta) 
Bum-bum, pa' morir se nace 
Alá me dio una ruta pa' los millone', yo no quiero bile' 
Alá me dio una ruta sin escala pa'l Norte, saliendo del Caribe 
 
Austin, yo' 
Llego al trabajo entrando por la puerta ancha (uy, uy) 
A máxima velocidad, llegando en una lancha 
Cambiándoles el menú a estos cabrones en su cancha 
Sirviéndoles filete de pescado a la plancha (uy) 
Con escamas, (yes, yes) 
Rico en vitamina, proveniente de la costa 
Sin escamas (¿cómo así?) 
Se vende en tu callejón cada precio de langosta (wuuuh) 
 
Se fueron de misión, fallaron en lo táctico 
Y yo con una baby en casa sin usar con plástico (brrra) 
Hacer dinero eso se me ha hecho básico 
Y vivo cómo subieron invernadero en mi ático 
Faltan tres, Jordan de tres clásicos 
Si estás en el otro equipo, trágico 
Seis putas, dos campeonatos, sádico 
Y yo hago que ese toto llueva, mágico (wuh) 
 
Los de mi familia no son to's de sangre 
Vamo' a ser millo's y sin cojone' los modale' 
To's mis culitos desechable', lealtad con los leale' (eh) 
Me encanta el dinero hasta que se canse el contable 
Pues dame el lighter, vo' a prender un blunt (eh) 
Mis enemigo' saben que me va cabrón (aaaah-ah) 
Pa'l de pepitas en el melón 
Haciéndome el mejor en esto como Lebrón 
 
";1;"No cambio pana' por puta' (no, no)
No, no, eso no se hace
Si habla' mucho, se te ejecuta (se te ejecuta)

Seis putas, dos campeonatos; sádico"
